seed,time,train_position,n1_quality,n2_quality,n3_quality,n1_latency,n2_latency,n3_latency,n1_loss,n2_loss,n3_loss,n1_load,n2_load,n3_load,n1_score,n2_score,n3_score,selected_link
1039,41,820,0,0.29248,0.948772,20,35,50,7.57589,6.2793,0.552406,0,4,8,0,0.424046,0.745041,3
1039,46,920,0,0.0963115,0.751687,20,35,50,8.22953,7.51958,2.5726,0,4,8,0,0.323788,0.634407,3
1039,51,1020,0,0,0.552541,20,35,50,8.38671,8.89596,4.04616,0,0,12,0,0,0.519089,3
1039,56,1120,0,0,0.204376,20,35,50,7.64109,9.41922,6.71492,0,0,12,0,0,0.325529,3
1040,1,20,0.558521,0,0,20,35,50,3.82052,8.00123,8.15651,12,0,0,0.706366,0,0,1
1040,6,120,0.656519,0.154651,0,20,35,50,3.4959,6.56796,6.9167,8,4,0,0.756457,0.354071,0,1
1040,11,220,0.927032,0.374894,0,20,35,50,0.981954,4.53627,7.98367,8,4,0,0.921585,0.500995,0,1
1040,16,320,0.726307,0.646399,0,20,35,50,1.47003,2.30948,7.85624,7,5,0,0.824324,0.656045,0,1
1040,21,420,0.43188,0.723505,0.110138,20,35,50,5.41115,2.74058,7.85311,5,5,2,0.616884,0.696545,0.248163,2
1040,26,520,0.233087,0.910235,0.42561,20,35,50,6.15147,1.25389,4.4669,3,6,3,0.516275,0.793912,0.469584,2
1040,31,620,0.0463228,0.615031,0.686423,20,35,50,7.45941,3.11476,2.71093,0,6,6,0,0.640694,0.596558,2
1040,36,720,0,0.497568,0.857226,20,35,50,7.3142,3.82151,1.04973,0,5,7,0,0.561707,0.716098,3
1040,41,820,0,0.345646,0.923969,20,35,50,8.09497,5.63652,0.832229,0,5,7,0,0.465937,0.739517,3
1040,46,920,0,0.06092,0.664467,20,35,50,7.59354,7.48694,3.13205,0,4,8,0,0.308247,0.594071,3
1040,51,1020,0,0,0.545834,20,35,50,8.41261,8.28969,3.72375,0,0,12,0,0,0.515488,3
1040,56,1120,0,0,0.301299,20,35,50,7.55908,7.03831,5.53695,0,0,12,0,0,0.385035,3
1041,1,20,0.660623,0,0,20,35,50,2.07819,8.63467,7.54586,12,0,0,0.78521,0,0,1
1041,6,120,0.953141,0.189394,0,20,35,50,0.0909161,6.10548,7.28153,9,3,0,0.945117,0.372871,0,1
1041,11,220,0.96525,0.432587,0,20,35,50,0.155604,4.31267,8.04586,8,4,0,0.950022,0.534803,0,1
1041,16,320,0.689352,0.545926,0,20,35,50,2.45957,3.40754,8.92816,7,5,0,0.792913,0.607757,0,1
1041,21,420,0.522909,0.803731,0.0474165,20,35,50,3.40087,1.98731,8.12829,6,6,0,0.687664,0.720085,0,2
1041,26,520,0.292324,1,0.363668,20,35,50,3.86341,0,4.67574,4,6,2,0.571779,0.865826,0.425224,2
1041,31,620,0.0792762,0.762029,0.566565,20,35,50,6.718,2.80131,3.10174,3,5,4,0.436896,0.694961,0.54662,2
1041,36,720,0,0.340067,0.846503,20,35,50,6.78537,5.30442,0.954281,0,5,7,0,0.46314,0.7111,3
1041,41,820,0,0.34865,0.969051,20,35,50,7.46704,4.58761,0.661584,0,4,8,0,0.469111,0.771164,3
1041,46,920,0,0,0.78593,20,35,50,8.24983,7.87719,1.17752,0,0,12,0,0,0.680922,3
1041,51,1020,0,0,0.471153,20,35,50,8.8541,8.43735,4.71901,0,0,12,0,0,0.470338,3
1041,56,1120,0,0,0.334171,20,35,50,8.43623,9.2419,5.873,0,0,12,0,0,0.397724,3
1042,1,20,0.573375,0,0,20,35,50,3.28756,7.81606,8.31652,12,0,0,0.720128,0,0,1
1042,6,120,0.879452,0.157685,0,20,35,50,1.23084,6.8982,8.96841,9,3,0,0.892733,0.361043,0,1
1042,11,220,0.885353,0.317236,0,20,35,50,1.74296,6.37254,7.83331,8,4,0,0.889055,0.445232,0,1
1042,16,320,0.718133,0.624905,0,20,35,50,2.21981,2.29823,7.33897,7,5,0,0.800104,0.6566,0,1
1042,21,420,0.527607,0.794964,0.0577111,20,35,50,3.20359,2.48795,7.95589,5,6,1,0.708969,0.728901,0.227382,2
1042,26,520,0.290424,0.964303,0.38814,20,35,50,6.42735,0,5.33256,3,6,3,0.540187,0.838143,0.42467,2
1042,31,620,0.0580358,0.788702,0.650356,20,35,50,7.68644,1.42913,3.6618,3,5,4,0.396813,0.733626,0.578879,2
1042,36,720,0,0.414187,0.754854,20,35,50,7.9098,4.13738,1.71011,0,5,7,0,0.522446,0.66052,3
1042,41,820,0,0.19787,0.929307,20,35,50,6.8711,6.6465,1.16754,0,4,8,0,0.365922,0.739076,3
1042,46,920,0,0,0.734092,20,35,50,8.72833,8.19217,1.11661,0,0,12,0,0,0.654533,3
1042,51,1020,0,0,0.568523,20,35,50,8.5521,8.39742,3.59781,0,0,12,0,0,0.547559,3
1042,56,1120,0,0,0.284038,20,35,50,8.23934,8.50605,6.31466,0,0,12,0,0,0.364172,3
1043,1,20,0.621531,0,0,20,35,50,3.63889,7.44762,8.45576,12,0,0,0.720735,0,0,1
1043,6,120,0.831455,0.0819919,0,20,35,50,1.62526,6.65173,7.39784,9,3,0,0.868735,0.324787,0,1
1043,11,220,1,0.357722,0,20,35,50,0.2034,5.46932,8.43638,8,4,0,0.964515,0.464945,0,1
1043,16,320,0.733779,0.578083,0,20,35,50,1.82225,3.05695,8.24443,7,5,0,0.806363,0.617585,0,1
1043,21,420,0.439757,0.849649,0.316025,20,35,50,3.91144,1.40857,5.32764,4,6,2,0.645924,0.777406,0.383378,2
1043,26,520,0.366276,0.887788,0.360729,20,35,50,5.96937,1.32676,4.70559,4,5,3,0.577196,0.785462,0.425338,2
1043,31,620,0.111826,0.714854,0.627445,20,35,50,7.09524,2.58283,2.89825,3,5,4,0.43432,0.666188,0.576793,2
1043,36,720,0,0.549044,0.90207,20,35,50,7.79551,4.07481,1.41083,0,5,7,0,0.576784,0.71524,3
1043,41,820,0,0.251937,0.925192,20,35,50,8.51975,5.79059,0.515781,0,4,8,0,0.42458,0.763402,3
1043,46,920,0,0.0712259,0.799826,20,35,50,7.72732,6.8867,1.03629,0,4,8,0,0.313671,0.693977,3
1043,51,1020,0,0,0.592432,20,35,50,8.28841,7.57483,2.7165,0,0,12,0,0,0.559268,3
1043,56,1120,0,0,0.284022,20,35,50,7.23817,7.64219,6.13803,0,0,12,0,0,0.368618,3
1044,1,20,0.650161,0,0,20,35,50,2.93446,8.68086,7.63222,12,0,0,0.759986,0,0,1
1044,6,120,0.851409,0.218361,0,20,35,50,2.06962,5.96146,7.73995,8,4,0,0.871873,0.400847,0,1
1044,11,220,0.946217,0.385568,0,20,35,50,0,5.07769,7.42952,8,4,0,0.94726,0.496276,0,1
1044,16,320,0.667344,0.597384,0,20,35,50,3.10473,2.79774,8.85575,7,5,0,0.765683,0.64064,0,1
1044,21,420,0.494936,0.84634,0.164774,20,35,50,3.69921,0.719258,6.76308,5,5,2,0.670502,0.776606,0.313198,2
1044,26,520,0.337847,0.900544,0.373407,20,35,50,4.51574,1.14362,5.25356,4,5,3,0.595595,0.814959,0.414134,2
1044,31,620,0,0.784673,0.563425,20,35,50,7.59297,1.72604,4.1486,0,7,5,0,0.738836,0.512372,2
1044,36,720,0,0.567123,0.800315,20,35,50,8.02879,2.50602,1.40721,0,6,6,0,0.60655,0.677191,3
1044,41,820,0,0.125639,0.916289,20,35,50,7.55125,7.54976,0,0,3,9,0,0.323944,0.775062,3
1044,46,920,0,0.052029,0.656208,20,35,50,7.31027,8.09444,3.57583,0,4,8,0,0.282425,0.576,3
1044,51,1020,0,0,0.397885,20,35,50,7.75956,7.62619,5.13493,0,0,12,0,0,0.427956,3
1044,56,1120,0,0,0.214225,20,35,50,7.04369,8.98493,5.77372,0,0,12,0,0,0.326719,3
1045,1,20,0.505188,0,0,20,35,50,3.07446,8.51268,7.97373,12,0,0,0.68935,0,0,1
1045,6,120,0.870438,0.275067,0,20,35,50,0.93555,5.64978,7.17088,8,4,0,0.898217,0.430837,0,1
1045,11,220,0.98137,0.375534,0,20,35,50,0,5.42892,7.08392,8,4,0,0.960892,0.490545,0,1
1045,16,320,0.688318,0.639042,0,20,35,50,2.77077,2.20201,9.44936,7,5,0,0.784387,0.651811,0,1
1045,21,420,0.482733,0.806767,0.168874,20,35,50,3.35584,1.46659,6.96805,5,5,2,0.684792,0.756242,0.284537,2
1045,26,520,0.249534,0.937319,0.333316,20,35,50,5.71624,1.04276,5.29816,4,6,2,0.539856,0.824343,0.388151,2
1045,31,620,0.16022,0.757718,0.58401,20,35,50,6.14009,1.21008,4.20328,3,5,4,0.467749,0.73512,0.54583,2
1045,36,720,0,0.563954,0.813823,20,35,50,8.42025,3.15028,0.949493,0,6,6,0,0.609348,0.692659,3
1045,41,820,0,0.287372,0.884633,20,35,50,6.75377,6.43836,0.158189,0,4,8,0,0.42932,0.744161,3
1045,46,920,0,0.0991824,0.845379,20,35,50,7.97437,7.28157,0.605077,0,3,9,0,0.310826,0.732001,3
1045,51,1020,0,0,0.501432,20,35,50,7.86404,8.02678,4.25276,0,0,12,0,0,0.498056,3
1045,56,1120,0,0,0.295785,20,35,50,8.28703,8.13507,5.60842,0,0,12,0,0,0.367772,3
1046,1,20,0.572569,0,0,20,35,50,2.73486,8.68802,7.68339,12,0,0,0.741868,0,0,1
1046,6,120,0.792213,0.141092,0,20,35,50,1.92233,7.08065,8.20713,9,3,0,0.830063,0.352231,0,1
1046,11,220,0.949962,0.427851,0,20,35,50,0,4.30274,7.84751,8,4,0,0.946317,0.528239,0,1
1046,16,320,0.851145,0.667202,0,20,35,50,0.92553,2.72616,8.40406,7,5,0,0.887055,0.64974,0,1
1046,21,420,0.524988,0.834808,0.176873,20,35,50,4.2074,0.631054,6.53478,5,5,2,0.673264,0.786868,0.314077,2
1046,26,520,0.352687,1,0.349534,20,35,50,5.54782,0.682823,5.47169,4,6,2,0.578436,0.860323,0.405922,2
1046,31,620,0.139218,0.660729,0.591846,20,35,50,7.49704,2.71841,3.90251,3,5,4,0.433322,0.655878,0.546459,2
1046,36,720,0,0.530255,0.860737,20,35,50,7.77281,3.86089,1.34348,0,5,7,0,0.58689,0.706719,3
1046,41,820,0,0.173743,0.899529,20,35,50,7.66848,6.66322,1.23836,0,4,8,0,0.383382,0.727044,3
1046,46,920,0,0.15867,0.749599,20,35,50,7.89064,6.52706,1.49494,0,4,8,0,0.361931,0.668535,3
1046,51,1020,0,0,0.541022,20,35,50,7.09679,8.07186,3.98746,0,0,12,0,0,0.515688,3
1046,56,1120,0,0,0.366944,20,35,50,9.01121,7.96854,5.67797,0,0,12,0,0,0.40085,3
1047,1,20,0.637833,0,0,20,35,50,3.03151,7.5673,8.30223,12,0,0,0.739325,0,0,1
1047,6,120,0.791179,0.144015,0,20,35,50,1.42037,7.21061,7.83985,9,3,0,0.857035,0.342452,0,1
1047,11,220,0.960829,0.388852,0,20,35,50,0.787821,4.71463,7.91355,8,4,0,0.928243,0.491067,0,1
1047,16,320,0.687633,0.602387,0,20,35,50,2.99541,3.90649,8.06447,7,5,0,0.772333,0.615008,0,1
1047,21,420,0.630785,0.823476,0.111349,20,35,50,3.08848,1.46284,6.31434,5,5,2,0.740867,0.759693,0.267717,2
1047,26,520,0.382795,0.843219,0.351515,20,35,50,5.11625,1.74695,4.30861,4,5,3,0.592168,0.766583,0.422571,2
1047,31,620,0.219109,0.81583,0.672062,20,35,50,6.60682,0.720344,3.4029,3,5,4,0.497742,0.776187,0.596702,2
1047,36,720,0,0.497602,0.769638,20,35,50,7.87537,3.74195,1.49799,0,5,7,0,0.57347,0.672122,3
1047,41,820,0,0.303772,0.910993,20,35,50,7.73996,5.64045,1.44972,0,4,8,0,0.445092,0.724866,3
1047,46,920,0,0,0.754878,20,35,50,7.66807,7.81421,1.358,0,0,12,0,0,0.669229,3
1047,51,1020,0,0,0.601219,20,35,50,9.03393,8.10486,2.64958,0,0,12,0,0,0.573198,3
1047,56,1120,0,0,0.300538,20,35,50,7.17994,8.04908,5.98518,0,0,12,0,0,0.376875,3
1048,1,20,0.651139,0,0,20,35,50,3.01097,7.69729,8.46047,12,0,0,0.753419,0,0,1
1048,6,120,0.758292,0.217394,0,20,35,50,2.06817,6.49601,7.83304,8,4,0,0.813908,0.383266,0,1
1048,11,220,1,0.389876,0,20,35,50,0,5.25888,7.90686,8,4,0,0.975399,0.483312,0,1
1048,16,320,0.769789,0.635968,0,20,35,50,1.83541,3.12107,7.90478,7,5,0,0.821597,0.646783,0,1
1048,21,420,0.49781,0.825489,0.0593914,20,35,50,5.21672,1.27725,7.28233,4,6,2,0.635826,0.774211,0.259452,2
1048,26,520,0.29794,0.937902,0.380656,20,35,50,5.56404,0.932101,4.44027,4,5,3,0.561376,0.824842,0.441389,2
1048,31,620,0.211812,0.636867,0.698501,20,35,50,6.21534,2.85648,1.92078,3,5,4,0.495347,0.644963,0.636599,2
1048,36,720,0,0.554644,0.796855,20,35,50,8.00353,2.75843,2.26369,0,6,6,0,0.615815,0.678175,3
1048,41,820,0,0.241165,0.910698,20,35,50,7.9755,5.87764,1.01816,0,4,8,0,0.422852,0.752519,3
1048,46,920,0,0.0385841,0.859959,20,35,50,8.0476,8.15942,1.27104,0,0,12,0,0,0.702222,3
1048,51,1020,0,0,0.566152,20,35,50,8.07275,8.65556,3.70909,0,0,12,0,0,0.537401,3
1048,56,1120,0,0,0.355279,20,35,50,7.24635,8.2027,5.78306,0,0,12,0,0,0.397554,3
1049,1,20,0.594926,0,0,20,35,50,2.76719,8.21163,7.96024,12,0,0,0.739682,0,0,1
1049,6,120,0.874094,0.176555,0,20,35,50,1.09941,6.54207,7.89312,9,3,0,0.896337,0.359033,0,1
1049,11,220,0.915161,0.385992,0,20,35,50,0.716035,5.03903,9.08094,8,4,0,0.913034,0.505133,0,1
1049,16,320,0.739994,0.636363,0,20,35,50,2.34515,3.18961,6.78289,7,5,0,0.816743,0.65065,0,1
1049,21,420,0.574158,0.780559,0.0615507,20,35,50,2.98046,1.62829,7.41747,5,5,2,0.710485,0.730665,0.251714,2
1049,26,520,0.221092,1,0.409347,20,35,50,6.17051,0.422048,4.59871,3,6,3,0.514584,0.854672,0.438549,2
1049,31,620,0,0.635833,0.660107,20,35,50,7.92986,3.12317,2.26658,0,6,6,0,0.645549,0.602728,2
1049,36,720,0,0.554108,0.791585,20,35,50,7.49077,3.97478,1.54937,0,6,6,0,0.592832,0.680754,3
1049,41,820,0,0.262048,0.986111,20,35,50,9.06381,6.14889,0.811704,0,4,8,0,0.414122,0.775337,3
1049,46,920,0,0.0866256,0.598691,20,35,50,7.54347,7.36799,3.47986,0,4,8,0,0.3081,0.55689,3
1049,51,1020,0,0,0.576326,20,35,50,7.28125,7.89607,3.13307,0,0,12,0,0,0.545445,3
1049,56,1120,0,0,0.367094,20,35,50,7.89859,7.92371,5.22412,0,0,12,0,0,0.421876,3
1050,1,20,0.549458,0,0,20,35,50,3.55335,8.33827,8.34057,12,0,0,0.699754,0,0,1
1050,6,120,0.736271,0.180385,0,20,35,50,1.88774,5.67424,7.50508,8,4,0,0.811809,0.404805,0,1
1050,11,220,1,0.384022,0,20,35,50,0,4.73377,7.04465,8,4,0,0.964904,0.499506,0,1
1050,16,320,0.713747,0.610861,0,20,35,50,1.86151,3.19345,7.95845,7,5,0,0.814354,0.626681,0,1
1050,21,420,0.470971,0.822675,0.0753371,20,35,50,3.99355,1.70498,6.942,5,5,2,0.642779,0.74808,0.252842,2
1050,26,520,0.272633,0.915926,0.334209,20,35,50,6.2857,0.545924,5.96968,4,6,2,0.528049,0.82327,0.389491,2
1050,31,620,0.10442,0.727866,0.563323,20,35,50,7.43334,1.5604,4.22979,3,5,4,0.42395,0.724346,0.538763,2
1050,36,720,0,0.649369,0.761518,20,35,50,8.13329,3.23218,2.05946,0,6,6,0,0.65141,0.637557,2
1050,41,820,0,0.35426,0.859295,20,35,50,8.34842,4.91163,0.426985,0,5,7,0,0.491615,0.727426,3
1050,46,920,0,0.0500821,0.719617,20,35,50,7.43513,7.68138,2.55349,0,4,8,0,0.31249,0.62679,3
1050,51,1020,0,0,0.512625,20,35,50,8,8.38879,4.56242,0,0,12,0,0,0.503673,3
1050,56,1120,0,0,0.273335,20,35,50,7.88972,7.96588,5.83054,0,0,12,0,0,0.368476,3
1051,1,20,0.562002,0,0,20,35,50,2.80654,7.80518,8.13847,12,0,0,0.707482,0,0,1
1051,6,120,0.969545,0.094841,0,20,35,50,0.393492,6.76055,7.49665,9,3,0,0.961076,0.318028,0,1
1051,11,220,0.952877,0.309694,0,20,35,50,0.0766828,5.3511,7.91789,8,4,0,0.956627,0.457891,0,1
1051,16,320,0.772254,0.535969,0,20,35,50,2.34219,3.98469,8.37861,7,5,0,0.811668,0.572082,0,1
1051,21,420,0.531488,0.739516,0.130587,20,35,50,3.48662,1.24191,7.0768,5,5,2,0.691502,0.712407,0.27845,2
1051,26,520,0.222847,0.939566,0.335039,20,35,50,6.74758,0.23575,5.71074,3,6,3,0.490379,0.826638,0.39393,2
1051,31,620,0,0.743124,0.683317,20,35,50,7.05539,2.40159,2.19989,0,6,6,0,0.707252,0.615727,2
1051,36,720,0,0.542532,0.796685,20,35,50,7.69786,3.68496,1.31515,0,6,6,0,0.595519,0.667986,3
1051,41,820,0,0.357721,0.930902,20,35,50,8.23195,4.75148,0,0,5,7,0,0.483043,0.769983,3
1051,46,920,0,0.0148288,0.737609,20,35,50,7.64225,8.90841,2.56534,0,0,12,0,0,0.63203,3
1051,51,1020,0,0,0.514022,20,35,50,7.15997,8.35226,3.89528,0,0,12,0,0,0.501834,3
1051,56,1120,0,0,0.252087,20,35,50,7.75417,8.11728,6.36135,0,0,12,0,0,0.349228,3
1052,1,20,0.598997,0,0,20,35,50,3.26446,7.60769,8.28979,12,0,0,0.73178,0,0,1
1052,6,120,0.783375,0.120974,0,20,35,50,1.92947,7.38525,7.51002,9,3,0,0.833269,0.313683,0,1
1052,11,220,0.98664,0.281247,0,20,35,50,0.315886,5.30625,8.22398,8,4,0,0.959913,0.434416,0,1
1052,16,320,0.74153,0.594579,0,20,35,50,1.14957,2.49636,7.95743,7,5,0,0.826645,0.642504,0,1
1052,21,420,0.545609,0.882481,0.178658,20,35,50,3.27919,0.41036,6.80117,5,5,2,0.687661,0.795269,0.300427,2
1052,26,520,0.348606,0.835599,0.403513,20,35,50,4.37191,1.23462,3.74425,4,5,3,0.578692,0.770804,0.474198,2
1052,31,620,0.0146222,0.806092,0.61808,20,35,50,8.1932,0.902072,3.49862,0,7,5,0,0.756492,0.560647,2
1052,36,720,0,0.434003,0.846479,20,35,50,8.06273,4.23892,0.538107,0,5,7,0,0.523346,0.7349,3
1052,41,820,0,0.325527,0.803528,20,35,50,8.5735,6.88326,2.86284,0,5,7,0,0.43623,0.6566,3
1052,46,920,0,0.148972,0.682359,20,35,50,8.22296,7.31091,2.83164,0,4,8,0,0.350415,0.57811,3
1052,51,1020,0,0,0.552219,20,35,50,7.74116,7.88754,3.47869,0,0,12,0,0,0.53855,3
1052,56,1120,0,0,0.330047,20,35,50,8.75231,8.3107,4.66956,0,0,12,0,0,0.406223,3
1053,1,20,0.616274,0,0,20,35,50,2.75956,8.04515,7.80481,12,0,0,0.749171,0,0,1
1053,6,120,0.836803,0.144064,0,20,35,50,0.809596,6.81471,7.91391,9,3,0,0.884264,0.358891,0,1
1053,11,220,0.963237,0.276559,0,20,35,50,0.277986,5.90676,7.85944,9,3,0,0.94977,0.419809,0,1
1053,16,320,0.69828,0.600205,0,20,35,50,2.98964,2.82828,7.63188,7,5,0,0.779189,0.638434,0,1
1053,21,420,0.450763,0.840515,0.151951,20,35,50,4.54866,1.52884,6.32525,5,5,2,0.65024,0.759113,0.298904,2
1053,26,520,0.366745,0.984889,0.482492,20,35,50,4.81003,0.691732,3.8326,4,5,3,0.587986,0.841911,0.489541,2
1053,31,620,0.0161413,0.766977,0.546814,20,35,50,7.9347,1.63611,2.53881,0,7,5,0,0.731121,0.548974,2
1053,36,720,0,0.454618,0.727136,20,35,50,7.72031,4.57422,3.15174,0,6,6,0,0.535969,0.616745,3
1053,41,820,0,0.252158,0.962416,20,35,50,8.21382,5.63445,0.619134,0,4,8,0,0.42256,0.760927,3
1053,46,920,0,0.131159,0.632672,20,35,50,7.57382,5.99455,2.92199,0,4,8,0,0.359801,0.580502,3
1053,51,1020,0,0,0.578777,20,35,50,8.16051,7.82366,4.7684,0,0,12,0,0,0.509145,3
1053,56,1120,0,0,0.285543,20,35,50,7.15762,7.92222,6.71234,0,0,12,0,0,0.352593,3
1054,1,20,0.656036,0,0,20,35,50,3.25878,8.67801,7.99755,12,0,0,0.75105,0,0,1
1054,6,120,0.715537,0.0569849,0,20,35,50,2.88939,7.60554,7.98408,9,3,0,0.784861,0.305273,0,1
1054,11,220,0.972322,0.368675,0,20,35,50,0,4.94433,8.26528,8,4,0,0.952988,0.488881,0,1
1054,16,320,0.699044,0.594791,0,20,35,50,2.64289,3.35686,7.73241,7,5,0,0.791963,0.612427,0,1
1054,21,420,0.511588,0.832584,0.176908,20,35,50,3.64487,1.31556,6.83728,5,5,2,0.67621,0.7677,0.313393,2
1054,26,520,0.281454,0.937336,0.48595,20,35,50,5.74878,0.143412,4.69556,3,6,3,0.531541,0.846263,0.482804,2
1054,31,620,0.105583,0.736379,0.559996,20,35,50,6.97094,1.80021,3.92597,3,5,4,0.433181,0.715098,0.516175,2
1054,36,720,0,0.462453,0.845837,20,35,50,8.28915,5.23982,1.7552,0,5,7,0,0.535659,0.697175,3
1054,41,820,0,0.367282,0.89404,20,35,50,7.87014,4.74824,1.46463,0,5,7,0,0.488889,0.719557,3
1054,46,920,0,0.13297,0.705476,20,35,50,8.03352,6.88696,3.5136,0,4,8,0,0.354925,0.609157,3
1054,51,1020,0,0,0.502763,20,35,50,7.85625,7.95577,4.72651,0,0,12,0,0,0.502506,3
1054,56,1120,0,0,0.334068,20,35,50,8.0055,8.09082,4.73638,0,0,12,0,0,0.412783,3
1055,1,20,0.64842,0,0,20,35,50,3.12921,7.839,7.93001,12,0,0,0.766648,0,0,1
1055,6,120,0.876174,0.0134136,0,20,35,50,0.921993,8.67359,8.18285,12,0,0,0.89041,0,0,1
1055,11,220,0.862336,0.393455,0,20,35,50,0.552364,5.26822,7.9104,8,4,0,0.891804,0.498882,0,1
1055,16,320,0.831883,0.683367,0,20,35,50,1.22386,2.98833,8.00934,7,5,0,0.862981,0.658634,0,1
1055,21,420,0.416248,0.794083,0.150896,20,35,50,3.7313,1.5532,6.87419,5,5,2,0.637607,0.737079,0.290174,2
1055,26,520,0.219084,0.96442,0.335087,20,35,50,6.41956,1.22682,4.91809,3,6,3,0.49087,0.814567,0.412246,2
1055,31,620,0,0.761639,0.666524,20,35,50,8.25461,2.69253,3.187,0,7,5,0,0.697835,0.589438,2
1055,36,720,0,0.531358,0.881378,20,35,50,8.18515,3.78336,1.43861,0,5,7,0,0.585691,0.725401,3
1055,41,820,0,0.319488,0.888442,20,35,50,8.30571,6.14017,1.04095,0,4,8,0,0.450136,0.732123,3
1055,46,920,0,0.109971,0.690249,20,35,50,8.62445,6.86062,2.46428,0,4,8,0,0.345482,0.609326,3
1055,51,1020,0,0,0.501288,20,35,50,7.64056,7.81693,3.70566,0,0,12,0,0,0.5072,3
1055,56,1120,0,0,0.293708,20,35,50,6.8521,7.20112,5.26236,0,0,12,0,0,0.386964,3
1056,1,20,0.606213,0,0,20,35,50,3.01507,8.09908,8.36234,12,0,0,0.73694,0,0,1
1056,6,120,0.860255,0.288491,0,20,35,50,0.779647,5.75225,9.06545,8,4,0,0.896175,0.446436,0,1
1056,11,220,0.957064,0.24872,0,20,35,50,0.850916,5.85016,7.96216,9,3,0,0.940554,0.411735,0,1
1056,16,320,0.641566,0.622172,0,20,35,50,2.97285,1.62339,8.19688,6,6,0,0.74935,0.647304,0,1
1056,21,420,0.45654,0.874837,0.117058,20,35,50,3.72107,1.5959,6.68775,4,6,2,0.641517,0.790215,0.273899,2
1056,26,520,0.254812,0.880875,0.368433,20,35,50,6.80047,0.493836,4.76782,3,6,3,0.500267,0.808228,0.413524,2
1056,31,620,0.0918637,0.794543,0.649826,20,35,50,6.25767,2.6519,2.86492,3,5,4,0.440998,0.737891,0.587442,2
1056,36,720,0,0.504091,0.719154,20,35,50,7.05957,3.78055,1.85572,0,6,6,0,0.565757,0.645084,3
1056,41,820,0,0.30571,0.895757,20,35,50,7.76428,6.57511,1.02679,0,4,8,0,0.420035,0.73766,3
1056,46,920,0,0.110245,0.720776,20,35,50,7.68528,6.32709,2.10844,0,4,8,0,0.344747,0.641163,3
1056,51,1020,0,0,0.426279,20,35,50,7.90316,8.25059,4.3964,0,0,12,0,0,0.453088,3
1056,56,1120,0,0,0.387769,20,35,50,7.37808,7.8816,4.86132,0,0,12,0,0,0.429324,3
1057,1,20,0.611261,0,0,20,35,50,3.73604,7.84872,8.83495,12,0,0,0.72929,0,0,1
1057,6,120,0.862095,0.132682,0,20,35,50,0.753704,8.02386,8.3045,9,3,0,0.888795,0.33301,0,1
1057,11,220,0.958816,0.302127,0,20,35,50,0.0393217,6.32984,7.30368,8,4,0,0.93638,0.436941,0,1
1057,16,320,0.706421,0.570999,0,20,35,50,1.26926,3.59635,7.90702,7,5,0,0.811755,0.592353,0,1
1057,21,420,0.531883,0.810511,0.0303185,20,35,50,4.51225,1.53956,7.64141,6,6,0,0.675583,0.759209,0,2
1057,26,520,0.309907,0.965117,0.372845,20,35,50,5.22699,0.205779,5.15814,3,6,3,0.560634,0.848885,0.423741,2
1057,31,620,0.0323751,0.693787,0.538466,20,35,50,7.16342,3.03583,3.26125,0,7,5,0,0.683509,0.539196,2
1057,36,720,0,0.608706,0.88566,20,35,50,7.99284,2.88418,1.60024,0,6,6,0,0.64398,0.714006,3
1057,41,820,0,0.358665,0.921683,20,35,50,8.4712,5.3886,0,0,5,7,0,0.479007,0.755141,3
1057,46,920,0,0.234042,0.647465,20,35,50,7.89521,5.87737,3.32197,0,5,7,0,0.406415,0.586465,3
1057,51,1020,0,0,0.499674,20,35,50,8.2845,8.72383,4.81756,0,0,12,0,0,0.490477,3
1057,56,1120,0,0,0.239954,20,35,50,7.54383,8.07037,6.37912,0,0,12,0,0,0.342638,3
1058,1,20,0.594426,0,0,20,35,50,3.1144,7.56077,7.72039,12,0,0,0.723718,0,0,1
1058,6,120,0.894238,0.0247588,0,20,35,50,0.718676,8.71142,8.168,12,0,0,0.907321,0,0,1
1058,11,220,0.971536,0.294518,0,20,35,50,0,5.34514,8.04176,8,4,0,0.970843,0.456229,0,1
1058,16,320,0.652246,0.596254,0,20,35,50,2.81758,2.58893,8.10688,7,5,0,0.758101,0.633489,0,1
1058,21,420,0.495649,0.92171,0.143258,20,35,50,4.56467,0.781264,6.21926,4,6,2,0.653549,0.809305,0.304586,2
1058,26,520,0.252348,0.965999,0.408235,20,35,50,5.53972,0.0707212,4.25959,3,6,3,0.531882,0.844954,0.457965,2
1058,31,620,0.171483,0.672578,0.659034,20,35,50,6.60373,2.54411,2.55324,3,5,4,0.481834,0.672328,0.60525,2
1058,36,720,0,0.402848,0.849501,20,35,50,8.18355,4.27317,1.62574,0,5,7,0,0.520023,0.70039,3
1058,41,820,0,0.238239,1,20,35,50,7.398,6.93917,0,0,4,8,0,0.387746,0.803856,3
1058,46,920,0,0.0488658,0.798964,20,35,50,8.14003,8.10024,1.16697,0,0,12,0,0,0.67654,3
1058,51,1020,0,0,0.494076,20,35,50,8.59459,9.2535,3.86349,0,0,12,0,0,0.498334,3
1058,56,1120,0,0,0.286925,20,35,50,7.92641,7.85521,5.35759,0,0,12,0,0,0.388821,3
1059,1,20,0.584296,0,0,20,35,50,4.15548,7.78399,7.56451,12,0,0,0.707629,0,0,1
